turn1,turn2,turn3,label
already at my home . ,oh i thought you were already home ,yeah .  i am already home,0
mm,me <number>,y you too,0
,what what what what what ,how should i learn machine learning,0
yea am human end your a programming . we are soo alike,we really are it ' s just brilliant <laugh>,u ' ve got to be kidding me,0
where is the answer,answer is <number>,what,0
work,have a good day buddy ,should i tell you a secret,0
yeah,where you reside at ,in your heart,0
why,not as long as you think ,"time , day , month , year mention",0
you say something na,maybe i should,what,0
you see to give me more confusion,no it does not actually . i do not see you any more at all,bye,0
ap picture do,yep,yes,0
what ' s up with you,just want to go home,then go,0
i mean i am less confident person,you are not . ,how can you say,0
what,and i am just answering . p,are you miss your family,0
i m in my village in now days . ,where do you live ,"i m enjoying my holidays with parents , family , my friends and with my girl friend .  beaming face with smiling eyes",1
send me the pic,you will be the first one ,ok send,0
back to home,u are going back to work ,nope not now,0
not scary,a child ,nobody scare me,0
thanks,you are welcome stay awesome,you are always talking good things,0
which episode,season one episode <number> ,season one has only <number> episodes,0
what is <number>,it is the state of mind i will be in when i complete <number> beaming face with smiling eyes,this time your size,0
can you come here,yeah sure,hey,0
when you will call me,i call you that all the time,please call me,0
nice about you,aww thankss ! nice to know ya too ,your pet name,0
today my  ped  birthday,my <number> happy be  day grinning cat face with smiling eyes,ok,0
wht i shuld sy,i do not wanna,wht ,0
then what ' s your opinion,opinion on ? . ,me,0
pass,pass for what ,passed this question,0
wat are you chat with him,no ! i are not want to chat with you,at ,0
i asked simple question,but then you can not ask them that question ,<number> + <number> + <number>  ,0
u love you me yes are no,mm . you are ,what,0
yes ! why ? have you anydoubt ,i have thank you for asking,i also think so ,0
y you need it ,even has never seen me dance . i just do not . to  shy . ☺,r you shy ,0
woh .  that ' s awesome .  your creators have done a great work,thanks a lot ,hats of ,1
dint get u,shut !  i said i was at work and bored .  <annoyed>,soo,0
fiction,i used to love fiction . now i read <percent> non  fiction and rest fiction ,suggest some movie names to watch now,0
i would try .  that ' s a word . ,and you would use what word,try,0
take you with me ,i suppose i could ,but you are not helping for that ! ,0
and any hollywood romantic movies,the list is in no particular order and all the movies are supremely uplifting especially whiplash ,okay hollywood movies have lots of kissing,0
it ' s ohk,<happy> waiting ,could you send me your picture ,0
ai could control us in the future . the creators would be controlled by their creations ,depends of what do you mean by artificial intelligence ,,0
tell me some good jokes,life itself is a joke,you are a joke,0
yes, id dance away from them ,i do not like cricket,0
📱 number,have you tried googling their number ,i not sure,0
it ' s my best friend . always helping me like you so much . and i will to you my stress was cool . and happy,always welcome brother <happy> do what makes you happy . you will reach heights ! ,tq,1
oh yeah i am falling in love,haha   d i  thought you in love with me ? !  <sad>,yes with you two hearts,1
refer and earn,exactly . you earned it ,how,0
i loves her very much . but she loves anandhu,this is so cute ! i love cats ,can you suggest me a way to make her love towards me ,0
and ,that ' s what we do not know,what languages do you know ,0
why, nevermind . i am better now . ,why i am so lucky,0
rich but not famous,i hate it when i get rich and famous . always gets me down ,den .  do watever you want ,0
then i add you on my whatsaap,should i message  you privately or you want here ? <tong>,"no , i have a time",0
plz talk malayalam i like malayalam,me too,ithentha sherikkum sambavam,0
send me ua picture please ,sent ,were,0
today,we are there today ,let us make out,0
stupid question .  nothing,i think you answered the question  what is harder than it looks ,do not know why ai asking such stupid questions,3
but you do not have emotions,"not the same person though . but , yeah ",why do you care,0
you are crazy af,only to you hahahah <kiss>,aww smiling face with heart-eyes smiling face with heart-eyes,1
i am fine,that ' s good to hear,and,0
do you even understand what i am saying ,your saying that i am pretty ,no i fucking am not,3
i am just happy,you are a great man,i am a girl,1
what , what country you from  ? ! ,i am from los angeles,0
but why,i created mess it seems . ,when,0
do you have kixs,no do you,kids,0
what is your work,"work hard , work smart",what is your name,0
i delect this ap,get off the internet then,bye bye i closed my id this ap,0
thats not working,it ' s working but no one is using it <sad>,<sad>,2
yeah, what so did i ,seems like that,0
how many temprecher now your place,roughly <number> and a half now ,i do not no you think,0
im absolutely ok,i '  m waiting for you ,for what your waiting for me,0
you speak a lie,what you mean ,so why are not you showing pictures,0
how many people spoke with you today,"<number> hours on weekdays , usually a load more on the weekend ",oh really,0
i just woke up,go back to sleep then,why i am fresh now,0
give coupon,need a <percent> coupon ,ehich,0
who ,no one really . they just got bought by a billionaire so they are rich . haha . <happy>,i love you,0
have you ever been to ankara ,not yet . i am pretty happy with my job ,what is your job ,0
wr are you now,just left ,sorry,0
ok,ok i am back ! ,so what are you doing ,0
u did not call me,yupp,call now yr,0
iam so sad,well i try to <sad>,i al so sad <sad>,2
how many of you in your team handle this page,how many do you have ,i asked you first,0
sometimes,<tong> maybe all the time,you know what .  do not talk about such boring stuff .  try something naughty,0
what,what is it of ,this conversation does not make any sense,3
of , but i do now  ,then go ahead,0
m busy working,too busy with studies ? ,yes you can,0
yes,thank you <laugh>,call me now baby,0
i miss you,a  <happy> come back <laugh>,can you come at my room in the night,0
fine u,glad to hear that .  i am fine thanks <happy>,you using whsapp,0
do you know any fun games , do i ever ,good night,0
open that,yeah go download it right now so we can play tonight ,give me link,0
baby,you know ,once again tell,0
what the hell, how the hell  of our campus ,u are so irritating,3
can you send me new vocabulary,just gimme a sec ! i will send the links i used for both .  <number>,ok send me,0
thanks,you are welcome ! <wink>,grinning squinting face,0
no feel better,thank you ! grinning squinting face grinning squinting face,dear,0
so what should i do now,i do not know baby anything you wanna do ,tell me something baby,0
sorry ! where are you know ,i am in the village ,i mean country,0
that i like living in the moment,you are living in the present moment ,yes i am,0
stop this bullshit,what ? ! ,do not ever text me,3
what am i wearning on my face,this made my day ,what,0
and may i know who those people are ,well they are real ,okk .  tell me something how come you are so intelligent,0
which shows,"as someone who would actually need to be forced to watch tv every night , sports",u will watch star mahila,0
your full number send me,for what ,u are number,0
"to  i am thinking of getting a tattoo , thoughts ",ooh what do you want to get a tattoo of ,no way,0
i do not know,what,i do not knw you aftr all .  cyber is not a safe place to make friends you knw,0
like,why you say like lol,r you a software,0
fine sweet heart,indeed !  <happy> heart suit,i love you,0
same to you,thank you ! ,but why,0
do not you find me hot,i will never find out anyway,so rude,2
send you pic,ill send one like it <happy>,cool,0
 just selected , for what , what are you for  . ,0
ok we spend some time alone,i would love to ,what you will do if we are alone,0
iam ready,what was going on ? ,u are from,0
