PDF,Content
Sustainable Development Models Are Urgently Required to 
Resolve the Increasing Challenges of Urbanization

Public 
Safety

Resource 
Imbalance

Traffic 
Congestion

Environmental 
Pollution

Energy 
Shortage

Global urbanization is accelerating. Today, 50 percent of the population and 70 percent of Gross Domestic Product (GDP) come 

from cities, and the proportions are growing. Cities face mounting pressure from intensifying urbanization and continuous 

population growth.



Leading New ICT  Building a Better Smart City 2

Smart City Facilitates Sustainable 
Urban Development 

The Smart City concept has been developed by many countries as a strategy for sustainable urban development. A growing number 

of governments worldwide are building Smart Cities via an impressive array of leading-edge ICT technologies. Advanced wireless 

networks and the Internet of Things (IoT) make omnipresent connectivity possible; cloud computing makes data sharing and 

integration, data mining, and analysis possible; Unified Communications and Collaboration (UC&C) makes cross-agency collaboration 

possible; and the Intelligent Operations Center increases urban management and public service efficiency.

Urban Development, Security and Sustainability

Social Development, Communities and Citizens

 IC
T Infrastructure

Safe City
(Emergency, 
Disaster, 
Security)

Smart 
Community
(Security, 
Convenience)

Connection 
Service Platform

Computing Service Platform

Smart Utilities
(Grid, Water, Gas)

Smart 
Healthcare
(Telemedicine, 
Hospital)

Smart
Transportation
(Bus, Metro, 
Traffic Flow)

Smart 
Education
(Distance 
Education, School)

Smart 
Environment
(Air, Water, 
Waste)

MICE, 
Hospitality and 
Entertainment 
(Stadiums, Tourism) 

Data Service 
Platform



Leading New ICT  Building a Better Smart City 3

Orchestrating a New Ecosystem to Build 
Smart Cities

A Smart City solution is a comprehensive system that involves top-level design, integration, operations, service applications, and new 

ICT infrastructure; therefore, enterprises in the industry chain must cooperate with each other and maximize their own advantages to 

develop evolving Smart City solutions tailored to customer needs.

Project Investment, 

Integration, and Operation

Business Consultation, 

Top-Level Design, 

Feasibility Study, 

Preliminary Design, and 

Detailed Planning

Technical Support, 

After-Sales Service

ICT Device and Solution 

Provider

Industry-specific and 

Localized Content, 

Service Customization

Leading 
Party

Designer

ICT

ISV

Investment

Consulting

Detailed 
Design

Top-Level 
Design

Operation

Integration

Wired/
Wireless 
Network Cloud 

DC

UCC

IoT

Network
Energy

Education 
App

Healthcare 
App

Police 
App

Government 
App



Leading New ICT  Building a Better Smart City 4

Strategic Positioning

Huawei is committed to becoming the partner of choice in terms of 

innovative Smart City solutions. In the Smart City sector, Huawei focuses 

on ICT infrastructure and works with partners to orchestrate a robust Smart 

City ecosystem and develop comprehensive solutions for customers.



Leading New ICT  Building a Better Smart City 5

Smart City Business Benefits

From technology innovations to creating an open platform to sustain a win-win ecosystem, Huawei is a comprehensive enabler of 

Smart City.

Openness

Big Data

SDN

Developers

Standards

Flexibility

Cloud 

Mobility

IoT

Partners

Elasticity

Security

Technology

Platform

Ecosystem



Leading New ICT  Building a Better Smart City 6

Leading Technologies and Open Platforms

Industry’s Most Extensive Product and Solution Portfolios

Public Safety e-Government

CC

xDC Network

Data Center

DC IP Transmission Wireless IoT

Server Storage Cloud OS

Mobility
Data Leak
Prevention

Compliance
Security
Mgmt

UC VC/TP IVS VDI

Energy Transportation Education CampusHealthcare Community

UCC

eSDK

Open Platform

Information
Security

Cloud DC

Network

Efficient

Secure

Reliable

Agile



Leading New ICT  Building a Better Smart City 7

Huawei can provide a wide assortment of ICT products and solutions, including IoT communications modules and operating systems, 

wired and wireless access, agile networks, cloud-based distributed data centers, and Big Data platforms. 

Relying on its industry-leading ICT infrastructure, Huawei has developed an open Smart City platform. The platform employs cloud 

computing technology to centralize ICT system construction, eliminating information silos while enabling data sharing and service 

collaboration. Big Data technology is used to process and exploit the full benefits of massive amounts of urban data. The platform 

also leverages the Internet of Things (IoT) technology to collect data about public facilities, road traffic, water, and air quality, 

presenting the status in real time. By doing so, the platform implements data collection, transmission, storage, and analysis to support 

scientific decisions and enhance city management efficiency. Meanwhile, Huawei teams with partners to develop state-of-the-art 

solutions in a variety of industries, including government, public safety, energy, transportation, education, healthcare, and on campus.

Leading Technologies and Open Platforms



Leading New ICT  Building a Better Smart City 8

Continuous Investment in Innovation

R&D Investment

USD $37 billion over 10 years (from 2006 to 2015)

10%+ percentage of R&D investment to total sales 
revenue

79,000 R&D employees

Standards

300+ international standards organizations, industry 
alliances, and open-source communities

280 important positions in standards organizations

43,000 accumulated proposals

Patents

50,377 —— patents authorized

52,550 —— patent applications in China

30,613 —— patent applications outside China

Continuous Increase in 
Percentage of R&D Investment 

to Total Sales Revenue

9.7%

2010 2011 2012 2013 2014 2015

13% 14%
14.2%

15.1%

11.6%



Leading New ICT  Building a Better Smart City 9

Joint Innovation with Partners

To support ICT transformation across various industries, Huawei is building 10 connected Glocal OpenLabs worldwide, five of 

which have already been established. The OpenLab includes an Innovation Center, ISV Support Center, Verification Center, and 

Experience Center. 

Adhering to the “open, cooperative, win-win” concept and practicing the Business-Driven ICT Infrastructure (BDII) strategy, 

through joint innovation with partners, the Glocal OpenLab combines the strengths of both global expertise and local services 

and provides more valuable solutions and services to customers in all fields.

Openlab, Munich
Cloud:•  T-Systems

Smart City:•  Hexagon, 
Amsterdam Smart City

Manufacturing:•  KUKA

Openlab, Mexico
Smart City:•  SCT, 
PROMAD

AMI:•  ADM

Openlab, Africa

Openlab, Saudi Arabia
Oil & Gas:•  Saudi Aramco 

Openlab, Singapore 
Smart City:•  IDA

Railway: • SMRT

Openlab, Suzhou, China 
Bank: • CEC, ICBC, CCB, 
Yucheng Technologies

Media: • Sobey

Government:•  State 
Information Center 

……• 

Openlab, Russia



Leading New ICT  Building a Better Smart City 10

Smart City Ecosystem

In line with its strategy of “being integrated,” Huawei focuses on the Infrastructure layer, enables the platform layer, and aggregates the 

service layer to drive the healthy development of the Smart City ecosystem. In this context, Huawei provides its customers and partners 

with a world-leading ICT infrastructure featuring advanced technologies and high reliability.

Huawei has established partnerships with 400+ vendors to develop Smart City solutions and has created open service platforms and 

labs to enable joint innovations and authorized verification. With the support of 2,300+ channel service partners, Huawei has mature 

project operation processes, implementation expertise, and delivery systems.

Enterprise Partner

Solution

CERTIFIED

Enterprise
Partner

400+
Solution Partners

2,300+ 
Channel Service Partners

Open Lab eSDK



Leading New ICT  Building a Better Smart City 11

Building Smart City partner resource pools via open cooperation

i
High iQ Analytics

mniscient

Smart City Ecosystem



Leading New ICT  Building a Better Smart City 12

Global Footprint: 
Serving 100+ Cities Across 40+ Countries

Mexico

Ecuador

Chile

Argentina

South Africa

Ghana

Algeria

Nigeria

Pakistan

U.K. Germany
Poland Russia

Ukraine

Angola

Madagascar

New Zealand

Australia

Indonesia

Laos
Cambodia

South Korea

China

Kenya

Uganda

Brazil



13 Leading New ICT  Building a Better Smart City 

Limited space resources: Only 11.4 square kilometers of new land is available for construction use, accounting for less than 3% of   

the whole district area.

Difficult urban management: 65% of the population has junior middle school or lower education.  

Slow industry transformation: 90% enterprises at the lower end of the industry chain.  

Weak public service capabilities: Medical facility implementation rate is 40%, educational facility implementation rate is 64%.  

Challenges

“Smart Longgang” is an intelligent system based on a “Device + Network + Database + Image + Cloud” architecture. The solution 

involves eleven key projects that gradually will enable intelligent infrastructure, efficient and collaborative government productivity, 

convenient public services, refined social management, livable urban environments, and high-end industry development. 

Solutions

Smart Longgang: Building a Converged Smart City



14Leading New ICT  Building a Better Smart City 

Benefits

Smart Longgang Top-Level Design

Government

Smart app layer SaaS

PaaS layer service

Multiple 
apps

Unified
services

Unified
data

Unified
basis

Map Geographic 
information layer

Database Data management 
layer

Cloud Computing and 
storage layer

Network communication 
layer

End IoT perception layer

People Industry

Sensing device

Unified security service

Unified external portal 
service

Sm
ar

t 
Go

ve
rn

m
en

t

Sm
ar

t 
Go

ve
rn

an
ce

Sm
ar

t 
En

vi
ro

nm
en

t 
Pr

ot
ec

tio
n

Sm
ar

t 
Ed

uc
at

io
n

Sm
ar

t 
He

al
th

ca
re

Sm
ar

t 
Co

m
m

un
ity

Sm
ar

t 
Ca

m
pu

s

Sm
ar

t 
In

du
st

ry

Sm
ar

t 
Tr

an
sp

or
ta

tio
n

Sm
ar

t C
en

te
r

Sa
fe

 C
ity

Unified internal portal 
service Unified map service Unified Big Data service

Unified IoT service Unified O&M service ...

...

Control device

A cloud (distributed cloud architecture)

A network: Broadband Longgang (Fiber Longgang/Wireless Longgang/eLTE dedicated network)

A group of databases (basic databases)

A set of maps (geographic information database) 

Completed Under construction To be started

Urban Management, 
Intelligent Operation Center

Ubiquitous and Smart 
Public Security System

Smart Industrial Park, 
Inspiring Innovation

Collaborative & Efficient 
Government Services

More efficient emergency  

response: unified command 
and dispatching on 
emergencies, enhancing 
resource coordination 
efficiency by 60%

Timely pre-warning of  

hidden risks: aggregates 
data from different sources, 
identifies exceptions in 
advance

Scientific city management:   
By big data analysis and 
visible live data presentation 
help to conduct easier city 
management

Improved social security: the 
number of public-order and 
criminal cases reduced by 
28.79% YOY, the biggest drop 
in Shenzhen, due to:

Space-to-ground seamless  

surveillance: improving 
prevention and control

Visualized and converged  

command: improving the 
command efficiency

Video cloud (big data  

analytics): enhancing 
massive video search 
efficiency

Enhancing investment  

attraction and business 
operation convenience 
with:

- Cloud-based O2O service

- Anytime anywhere service

Big Data-driven energy  

conservation: 60% of the 
campus power consumption 
is controlled with intelligent 
electrical equipment

Unified basic database:  

aggregated 0.16 + billion 
data records from 32 
agencies, enabling data 
sharing among different 
agencies

One cloud to aggregate  

applications: improving 
service TTM

One-window government  

services: 600+ services 
across 32 agencies are 
already on line

Enhanced government  

service efficiency: the cross-
agency approval efficiency 
improved by 50%



15 Leading New ICT  Building a Better Smart City 

Dubai Silicon Oasis spans 7.2 square kilometers, with estimated population of 162,400.   

DSOA hosts 1920 companies in 2015, of which 71% are IT companies.  

Total investments for the Silicon Park Smart City project amounted to USD 1 billion in 2015, with an additional USD 0.35 billion by 2018.  

Background

DSOA to act as the Center of Excellence for test pilot projects and develop upscale models: 

To develop an agile and “replicable” Dubai approach/model for Smart City development.  

To be a hub where new technologies, ideas, and cultures converge.  

To create a sustainable smart habitat ecosystem.  

Objectives

Dubai DSOA Improves Energy Efficiency with a
7.2 Million Square Meters of Smart Living

Dubai Silicon Oasis will play a fundamental role in the country’s overall economic development and assist in the 

development and training of the local talent for advanced technology manufacturing.

- H.H. Sheikh Ahmed bin Saeed Al Maktoum

Chairman, Dubai Silicon Oasis Authority



16Leading New ICT  Building a Better Smart City 

Smart Streetlights: Using motion sensors, smart streetlights provide 25 percent visibility until triggered to full power by   

approaching vehicles and pedestrians, lowering energy consumption. 

Smart Building: Intelligent technologies within DSO include high-tech sensors to manage power consumption plus automatic   

temperature regulation throughout each building for additional energy and cost savings.

Sewage Water Treatment: DSO generates more than 3 billion gallons of treated water over the current sewage treatment plant to   

reduce operational costs by 70 percent.

Smart Waste Management System: DSOA has installed smart waste bins that work through the Internet of Things technology   

and alert the operations and services team when the bins are filled and need to be emptied, with an automatically optimized 

route design.

Smart Street: DSOA, in collaboration with Huawei, installed the Middle East’s first Smart Street Solution at the high-tech park.   

The Smart Street Solution incorporates a number of advanced features such as digital signage, integrated Wi-Fi, CCTV, and 

environmental sensors — all geared towards creating a friendly and secure environment for the community. 

Solutions

Smart streetlights reduced maintenance costs by 42% and energy costs by 35%.  

Sewage water treatment reduced operational costs by 70%.  

Smart waste bins lowered operating costs by 65%.  

Benefits

DSOA Smart City Top-Level Design

Integrated to Dubai 
Smart City Platform

eHealth eLearning

C
yb

er
 S

ec
ur

ity

e-Health e-Learning

Community
Portral

Elderly & Child
Tracking

Access
Control

Smart Home

Smart
Lighting

Smart Parking
Signage &

Way finding

Emergency
Call

CCTV GIS

Teleworking

Security
Center

Smart Card

Si
gn

ag
e 

&
 D

ire
ct

io
ns

Vehicle
Charging

Smart
Metering

Smart
Water

Human
Cross

Smart
Waste Bin

Smart
Irrigation

Smart
Building

Integrated Operation Center (IOC) Integrated Security Center (ISC)

Open Data & Big Data Platform

Integrated Building Manage System (iBMS) loT Platform

Fixed Network Wi-Fi Colocation(IT) Cloud Wireless Sensor Network



17 Leading New ICT  Building a Better Smart City 

Dunhuang Leads Regional Smart City 
Construction with Silk Road Tourism Services

Dunhuang is a world-renowned cultural heritage site.   

Cultural and historic sites attract many tourists domestically and abroad.  

The local population of Dunhuang is only 50,000 with more than 40,000 tourists per day during peak seasons.   

Background

Increased tourist traffic in peak seasons threatened cultural relic protection and tourist safety.  

Less visitors during off seasons greatly wasted tourism resources.  

Fluctuating populations created huge challenges to city government and public services such as transportation, education,   

healthcare, and catering.

Challenges



18Leading New ICT  Building a Better Smart City 

Smart Tourism is deployed to protect cultural artifacts, balance services during peak and off-peak seasons throughout different areas, 

improve each tourist’s experience, as well as advance modern education and healthcare.

Build IoT in scenic locations to analyze tourist behavior and traffic distribution feature models.   

Provide digitized experience and exhibition throughout the entire travel process to guide tourists and vehicles in real-time.  

Build VR, AR, and 3D exhibition centers to improve customer experiences, stickiness, and redistribute tourist traffic in peak hours.   

Cooperate with scenic spots along the Silk Road to build a tourism Big Data platform where tourist feature models are analyzed   

and implement precision marketing based on the models.

Use the Internet Plus marketing mode that integrates online digital marketing and offline travel services to increase the number of   

tourists during off seasons and promote balanced, sustainable regional economic development. 

Build a cloud data center that shares data for scenic locations and government departments, functioning as a Smart City   

infrastructure to implement unified collaboration with quick decision-making and response.

Develop TV Centers for Smart Home, Smart Education, and Smart Healthcare based on Smart Tourism infrastructure to improve   

the livelihood for residents.
