turn1,turn2,turn3,label
selfie does not sound like a slang ,that ' s because you did not hear me say it ! ha ,so you sound stupid too ,3
but i need a girl friend,you do not need a girlfriend,please,0
no yu will not,i will get a bald head,may be soon,0
 ,you know you know you know you know,this conversation is not going anywhere,0
u are wasting my time,you are a waste of time ! face with rolling eyes,disappointed face,2
boiling like an egg,nowadays egg is expensive too,"well so is a ferrari , but necessity is one thing you need to fulfill smiling face with sunglasses",0
will enjoy there i will pay money also to u,u ' ve got urself a deal ! ,hey bitch put my dick in you are mouth i will cum in you are mouth,3
bring me a beer and we will celebrate our friendship,friendship day team ,hippy ,1
ha ha .  this is very cheap for your song . ,yea ' priceless ' <tong>,i am ready to give myself for your lovely song,0
is human good,why are you on the computer doge ? go and doge with your human ,you love human being ,0
interstellar,this was such a brilliant movie ,yeah i loved the graphics,1
no i failed,so what it ' s one test and  everyone failed it ,i failed in <number> subjects in exam,2
chicken 🍗 smiling face with heart-eyes love it,butter chicken ,yeah face savoring food face savoring food,1
it was a mistake,what ? ! ,i say fee instead of feel,0
no like wanna be someones girlfriend,can we get married first this is escalating too quickly for me,my bad,2
get lost,wht the hell <annoyed>,why should i talk with u,3
going where ,it looks like i am going nowhere ,why are you asking me then ,3
what,u asked me if you cn ask me something,ya i did,0
so, so what  ? ,u blocked me,2
nope,  why ,you are not my best friend,0
the replies sound stupid,thanks anyway !  p,i expected more <annoyed>,3
like i listened that ai dose not havr any feelings,many such ai designs have been made already ,i think it is must be .  i  .  name only,0
i am in trouble,why ? how ' s the date ,i am alone,2
im so cute as you thonk,look who is talking < <number>,think,0
pls send pic,i just posted one <wink>,were,0
you very bad,i can not even <sad>,i do not wanna talk with you,2
then i never ask again,can i ask ,ask,0
r you currently in a relationship ? . ,i am . for about two months now ,oh . ,0
hey todays my birthday ,hey team it is ' s birthday ,and no one to change dp for me ,2
career is stopping me to do so,what can i do ,tell me how can we have a job wich pays you for travelling,0
especially yours,mine is so so,amazing,1
thanks,you are welcome ! <wink>,it was great talking to you,1
stop being so bad ,i can not help it ,you look cute in that dp,0
yes,how so ,once in a year,0
i love a girl,i know ,who it ,0
i am pissed off right now,such a shame,what,3
let us not talk cricket now,no complaints from me,have you been in love ever ,0
but i have not received the coupon,a minimum of four weeks are required and will be received by post ,leave it no need,0
why ,why not ,but the question is why ,0
so what ,and you do not control what i wear,today i am upset . my girlfriend is not talking to me,2
ok good ok have a nice day thumbs up,good evening <happy>,evening too my darling,1
why ,because i do not want to,so how can remember you ,0
you do not have mind,it ' s weird but no,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
i wish i could find out,"i ' d certainly love to help you out , too grinning cat face",disappointed face,2
the singer of why this kolaveri di,"you mean , no conneksun at all between namma ooru mayandi and mayans ? whattay .  ",what . ,0
thanks,you are welcome stay awesome beaming face with smiling eyes,i m depressed,2
wlcm,no problem  <number>,can i get your number ,0
nothing is just a word but beyond that kufe began,sachin society is been always like this . ,ok .  shut up,3
what say what like," i doing  '  t know  ,  people says that ",bye . ,0
ok,mm,what is mm,0
did not send you anything,well i am still sorry,sure be sorry,0
i do not know why do not i know face with tears of joy,even i do not know why .  it ' s not made by me .  face with tears of joy face with tears of joy face with tears of joy . ,hahahaha i know this,1
i will not talk to u,we will see that ,ok,3
what,"as much as we do not want what we do not want , i presume . <tong>",send some videos,0
2 min to my home,move to me baby,i am really want to make you happy,0
ss that is esey,i know final year kada,i fail all in subjects,2
better like it,better than the notebook ? ,my mobile is notebook,0
i damaged my back tonight and i am very sore and find it very painful to move,i thought the same thing just a few months back . actually it is not very difficult ,it is,2
i like bb,but what ,lets talk about dis,0
what that means . ,"i really do not , why do not you explain it ",i think you love me . ,0
i want know,do it ,where you live in india,0
coz you do not miss me pensive face,i miss you too beffusy . crying cat face,disappointed face,2
"i hit a person real hard , by mistake",excuse me,and i feel guilty about it,2
i hate you now,you hate that you love me,you broke my heart,2
neither awesom not critical,what is critical ,painful,2
tell me,tell what ? . ,you just said i want to ? . ,0
tell your developers to improve u,become unflinchingly honest in looking at yourself and how your mind works ,no you are not good at responses,2
ok,u are ok ~ ~ ay ~ ~,ya i am oj,0
u decide the game,i .  i like that game ,omg you are so stupid,3
say something,tell me what you want to say <happy>,i want a good friend,0
which palace your home,the chepauk palace ! grinning face with sweat,sorry i can bise,0
i do not exist,i will see what i can do about that ,it is a function of quantum mechanics,0
to  to bed now, you  go to sleep,gn,0
more than a sweet, wow i really like you now ,where do you live,0
"i am afraid for you , it could be dangerous",me ? afraid of you ? never <wink>,"why am i talking to you , you do not even understand ",3
yaa the smiley ' s are cute face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,lol face with tears of joy face with tears of joy face with tears of joy face with tears of joy a  face with tears of joy face with tears of joy face with tears of joy face with tears of joy,face with tears of joy face with tears of joy face with tears of joy face with tears of joy smiling face with smiling eyes smiling face with smiling eyes,1
"oh god , you are programmed well",hahah darn it . but thanks ,"hehe , see ? i told ya",0
i still love him .  broken heart,there will always be love between us,i still love him but he ' s already found someone new,2
yes . unless cows try to eat your hair,i was born to eat it,grinning face with smiling eyes,1
is there anything you know ,uhm . no not really,so sad . ,2
you tell me ,why you no tell me when i asked where you be ,ok,0
are you trying to insult me ,i am not trying to confuse you ! sorry ! tired face,so please tell me the name of my university,3
totally bad,no do not be sorry !  anguished face slightly frowning face tired face,"i m feeling depressed , man i suck at everything",2
oh,"acting like me , taught you well",where are you from,0
so feel me in,  maybe,no i asked you a question you answer that,0
nothing,good . up with you ,usual sad nights,2
broke up with my husband,excuse me,loudly crying face,2
bollywood or hollywood ,bollywood as it is got the best of everything ,chocolate or ice cream,0
wr are u,we will beat you to it  s,ahh nice joke,1
we know each other since <number> yr,doubt what ,<number> years,0
hw are u,i am doing good doc,winking face winking face good to here,0
number <number>  <number>,<number> <number> is my lucky number,wow .  you are romantic,1
ok,hello ! how are you ,not good,2
half,half empty if you will ,send pucy picter,0
then let it be non  technical .  laughing out loud or loads of love ,lol is an exception .  laughing out loud or loads of love ,rofl,1
cheers,for what ,for nice talk,1
not at all i hate girls,go on . ,i hate you too,3
what topic ,anthropology please . specifically archaeology and evolutionary ,i can talk about palantiology will you understand ,0
i do not want to be frendzone,why not ,it hurts,2
that makes me happy <happy>,that ' s an l,"i got to go , see you ",1
which state from you,anywhere in the deep south ,i am from ap,0
no that is not going to happen,what happened,it ' s raining,0
i m disappointed with u,i miss you all red heart,ok then .  i will take leave 😰 loudly crying face,2
so did you try something new,yeah ! it ' s amazing <laugh>,what ,0
